,yspall,log10_phi0,eta,Dcj
r60um_tpl464,0.0041498478355679,-2.6399366068821344,0.0003762249562724,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl465,0.0012715950228089,-3.1805000842033495,0.0006546901001342,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl466,0.001346601900694,-2.50687961132673,0.0005096581913643,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl467,0.0010360789272245,-2.6080829574828046,0.0006966642468349,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl468,0.0011356577308092,-3.402920935382164,0.0005244576836052,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl469,0.0005117049784841,-2.759029030934838,0.0009996905523517,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl470,0.0037058297652348,-3.744284249000876,0.0004381438458365,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl471,0.0016830307924699,-3.016102492230126,0.0008686024349494,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl472,0.0028410354452928,-2.525343411071715,0.0006181029786854,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl473,0.002066234252571,-2.841572093877765,0.0007796144225037,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl474,0.0021258738744326,-2.493941861159855,0.0007103639949306,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl475,0.0025521407842513,-3.5308983497894446,0.0005339088077672,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl476,0.001964146587773,-3.180412519960016,0.0003532000930218,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl477,0.0045310420667191,-3.1466075654761747,0.0002719117568888,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl478,0.0022612763648295,-2.4662195412272467,0.000433666145996,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl479,0.0005409592093173,-3.0343714280966614,0.0005124590638471,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl480,0.0046667189446562,-3.721374015047371,0.0008644605296927,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl481,0.0033146425740014,-3.6781233918259457,0.0009235496577422,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl482,0.0028040266267055,-3.597457664524746,0.0003420047565765,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl483,0.0013814434010071,-2.7011728824722376,0.0005475918662162,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl484,0.0030441253343159,-2.925762338236397,0.000842718134174,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl485,0.0035823282236469,-2.541181593713593,0.0004983189141293,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl486,0.0034692908302116,-3.036508784495876,0.0005328227531449,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl487,0.0007283986586672,-3.7869063065074497,0.000571597555028,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl488,0.0046720947674306,-3.0684182551043797,0.0007128378959706,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl489,0.0005929240682111,-3.7199383281481073,0.0007768083865124,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl490,0.0027456678954615,-3.1002344630234675,0.0003846495348318,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl491,0.0021972869650817,-2.6732503550306745,0.0009450159123162,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl492,0.0013826545654233,-3.1776809648314814,0.0005439029998728,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl493,0.0015042053172185,-3.284423247550783,0.0008364053037674,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl494,0.000707571609744,-3.418946765442058,0.0005373249712057,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl495,0.0011083927688095,-2.516671726655904,0.0006087348356551,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl496,0.0029092152775767,-3.274504019484868,0.0007586792548695,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl497,0.0021729042376868,-2.823034115787293,0.0009992093322595,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl498,0.0007462192184418,-3.0426552360553716,0.0005815407927361,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl499,0.0005731320737922,-2.52960397318623,0.0002976002670064,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl500,0.0033086849238388,-3.552233851165703,0.0006444979504297,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl501,0.0005987843202996,-3.728387415824717,0.0007106461816009,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl502,0.0015526093428048,-3.3519906940889816,0.0009592099824939,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl503,0.0042472414659232,-3.3525313498918528,0.0002773550558715,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl504,0.0005054128130391,-2.6922822077728257,0.0008064464885951,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl505,0.0046309495191552,-3.006700621706611,0.0008171932149377,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl506,0.0031534432730586,-2.417966231667207,0.0008718439489308,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl507,0.0019374087174911,-3.191386950427013,0.000351128595235,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl508,0.0041320617594129,-2.8456968129026983,0.0009389327775245,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl509,0.0004727940592643,-3.0860517600283996,0.0007580695549195,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl510,0.0043899278280179,-3.370297239302107,0.0004813818476697,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl511,0.0029968119948657,-3.2789828986834144,0.0006113506075035,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl512,0.0020914032268699,-3.1316818426965196,0.0004256670622058,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl513,0.0042377628396829,-3.3167876342535743,0.0003128210216708,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl514,0.0048733052571563,-3.369500850195509,0.0006844977693324,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl515,0.0034107357642645,-3.096476947106912,0.0004270867392207,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl516,0.003485979303395,-2.9004440256162636,0.0004703500383718,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl517,0.0039753378665857,-2.746910832980645,0.0003959268933891,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl518,0.0012843900427201,-3.7160195865973145,0.0008376347954212,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl519,0.0015462948052853,-2.7558684293230735,0.000383918241572,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl520,0.0044244235108385,-2.601621063092281,0.0007512705926664,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl521,0.0032149088995701,-3.323761551604691,0.0003387179580516,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl522,0.0016072123942931,-2.648916975777882,0.0003270786361963,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl523,0.004855121772387,-3.4279885786734368,0.0006879537830194,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl524,0.0034208414005436,-3.644454739240601,0.0004801344596299,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl525,0.0005842125581521,-2.950770938492192,0.0004639565567147,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl526,0.0024005734875371,-2.5780055021331183,0.0002900775244112,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl527,0.0031131105970814,-3.640748431892204,0.000848092352478,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl528,0.0009758388997879,-2.7447769877794768,0.0006656291300155,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl529,0.000585121972237,-3.259824501145447,0.0003102184420183,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl530,0.0010629536589562,-3.2210838602564476,0.0004627411179851,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl531,0.0046240811452499,-2.904896467539385,0.0004410414653065,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl532,0.0036071930725188,-3.1156946542833,0.0009691118408095,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl533,0.0005945208048328,-3.163494260032723,0.0007824055387604,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl534,0.0005157868449964,-3.6457877789529065,0.0005275874176184,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl535,0.0040077097046571,-3.7891386476131106,0.0009331403918495,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl536,0.0025647769970007,-2.5134223135890545,0.0002994729811866,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl537,0.0036145050721751,-3.231266493617956,0.0006678194899222,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl538,0.0021654767327279,-2.4071598808542394,0.0004273519172352,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl539,0.0022598073565768,-3.656789848013389,0.0009723221542207,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl540,0.0043687063700985,-3.752899883757944,0.0007187699100348,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl541,0.0049665988650712,-2.910339603604324,0.00048171097851,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl542,0.0033042410710688,-3.314985255565083,0.0006820859774313,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl543,0.004529933205567,-3.2227466378750926,0.0003512148746812,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl544,0.0006953523846138,-3.400024438410113,0.0008089278697875,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl545,0.002589469819918,-3.469661401358049,0.0005412543554862,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl546,0.0047429064486513,-3.631264277751733,0.0005019406139548,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl547,0.004763149613204,-2.4928035121874657,0.0007867850658037,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl548,0.0047423997546942,-2.795729139923081,0.000292613297037,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl549,0.0006846581947689,-2.4860425510947413,0.0009282412881871,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl550,0.0042737597549209,-3.285838047072147,0.0007902126733649,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl551,0.0006398035481124,-2.57190847266589,0.0004683224337357,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl552,0.0018712687343008,-2.4681383935404178,0.0005956277484087,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl553,0.003015440280129,-3.66300088668966,0.0005832394250083,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl554,0.0010540350946295,-3.1940234524105673,0.0008506689170616,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl555,0.0004121767100282,-2.5338771518542185,0.0008940145975877,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl556,0.0034795569587009,-2.906364847249142,0.0005127954854908,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl557,0.0017576705572627,-3.6451545254287017,0.0009621263617138,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl558,0.004890336808452,-2.8091546187247327,0.0004683557924192,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl559,0.0028723488819246,-2.656488446959841,0.0007881109468285,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl560,0.0009190705809795,-2.452136994951273,0.0004179379630956,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl561,0.0006038100543095,-2.8988652552779444,0.0003885831955503,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl562,0.0032665251519246,-3.647910276555396,0.0008470752606397,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl563,0.0048019855736641,-3.4939360322653528,0.0004482924896095,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl564,0.002849313571798,-3.490894123847956,0.0004803960616233,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl565,0.001806649894104,-3.109587218387522,0.0005442766186373,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl566,0.0038844126867756,-3.36074206887093,0.0005360162167789,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl567,0.0046870344673861,-2.693081708473611,0.0007465530638875,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl568,0.0037092724666203,-2.5277060157942355,0.0004183473578347,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl569,0.002277540262125,-2.687921848889875,0.0007425303385238,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl570,0.0011619422388921,-3.5904092016518585,0.000581153020114,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl571,0.0033090133720444,-2.723953943495541,0.0007573880472211,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl572,0.0030278355065825,-2.5154795834558845,0.0004227290186059,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl573,0.0046965416086533,-3.154282795502943,0.0005092962179609,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl574,0.002668907803586,-3.2767616490251763,0.0008427304289987,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl575,0.0028912586718572,-3.444510069401604,0.0009562905987135,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl576,0.0015377900487458,-3.0684819097194813,0.0003567257234846,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl577,0.0038090117483604,-3.550823518685421,0.0003517865846432,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl578,0.0008663823494136,-2.7078600444854204,0.0003366241619787,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl579,0.0039387746745684,-2.8753628269428075,0.0006402836665106,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl580,0.0025234370859915,-2.778376322374196,0.0003559656776851,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl581,0.0036780542856221,-3.135165848402128,0.0006769407110089,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl582,0.0046433699653385,-3.5823491651488686,0.0009518858412698,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl583,0.0015987401546879,-3.378428174619298,0.0005698658601242,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl584,0.0014535018126645,-3.0200207636984624,0.0009888638972548,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl585,0.0032405795699052,-2.7261197425817025,0.0006501198766581,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl586,0.0008737566321828,-3.44064655284045,0.0005298439325916,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl587,0.0044950449821269,-3.3398836421983877,0.0003950028395911,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl588,0.0032455305693515,-3.5427014225078977,0.0006009493194791,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl589,0.0018634601501193,-3.1930363626680904,0.0008245205449626,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl590,0.0042725845981023,-3.4988995740425386,0.0006904337988683,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl591,0.0025703372700251,-3.6276671545444494,0.0003792781255182,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl592,0.0022755370088047,-2.7784587903328215,0.0007285260860481,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl593,0.0013533093912246,-2.459942268793593,0.0004964696051123,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl594,0.0012850438420776,-2.7217068186029136,0.0008636985419627,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl595,0.0010144896401401,-3.751144455221394,0.0003227782806495,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl596,0.0030983308015753,-2.899796309987803,0.0003461511838385,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl597,0.0034244791109562,-2.6034940250009213,0.0005631255402573,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl598,0.0048073019052701,-3.143855147608579,0.0008215493303763,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl599,0.0019742170837376,-2.6699309575967476,0.0005060073466898,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl600,0.0041309656097741,-2.8925810138634636,0.0005743054257848,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl601,0.0016569336515459,-2.879153320255494,0.000852283752354,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl602,0.0005254339508993,-3.3589623989333908,0.0006814993315303,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl603,0.0035888816267293,-2.79712024075309,0.0009876659665788,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl604,0.0034686350228998,-3.6168159244770712,0.0006515551277386,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl605,0.0023003834844063,-3.423482597188128,0.0008364171476828,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl606,0.0031186960764124,-3.615730370511208,0.0005519692171504,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl607,0.0028550264426516,-3.741533063518413,0.0006905621994288,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl608,0.0021170938500959,-3.270406022415546,0.0005051806389523,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl609,0.0036106497376244,-3.089636033012572,0.0003921338864252,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl610,0.0023683495433894,-2.865798405246058,0.0006087596364398,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl611,0.0008748930007608,-3.509913689252233,0.0006585874248404,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl612,0.0029944075285744,-3.433214362525456,0.0002794490460923,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl613,0.0026959710472769,-3.7886420941289254,0.0006402009412473,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl614,0.0039151600968138,-2.6476615373586503,0.0003007046063156,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl615,0.001529296013038,-3.506347638724402,0.0007780095962153,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl616,0.0013420393217473,-2.7635416120688396,0.000348837456478,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl617,0.0018804758979298,-3.0816445851519325,0.0004509653594589,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl618,0.000741514197991,-3.169819942041823,0.000405462202331,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl619,0.0039332413580982,-3.3766650397704896,0.0006927963800856,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl620,0.0035951548506174,-3.744437547935998,0.0006656852248642,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl621,0.001812301719501,-3.5743087553350135,0.0004451039235135,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl622,0.0023777818279278,-3.723214941312259,0.0008852892663457,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl623,0.004654425823484,-2.7117868090733546,0.0006861703914827,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl624,0.0008362870296527,-2.9557403575897023,0.0003524302825714,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl625,0.0039118100797139,-3.6264560841008273,0.0008716147767819,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl626,0.0034350213260979,-2.7052984932416244,0.000724307343513,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl627,0.0030301973323323,-2.7050152321765113,0.0009629075562875,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl628,0.0015274355023953,-3.0379218857366936,0.0009238333866469,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl629,0.0016110755295462,-2.7719280036672336,0.0004579544695928,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl630,0.0025962080470217,-3.001495062978724,0.0003210695155415,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl631,0.0037802571992061,-2.4456786890699505,0.000769930810389,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl632,0.0032405525439677,-2.722295466981433,0.0009394833731463,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl633,0.0005711286377402,-2.483792064071788,0.0006379378688458,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl634,0.0034407797476136,-3.0619269731400705,0.0008643756391708,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl635,0.0023940757474093,-2.6981073113025857,0.0006009109697138,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl636,0.0039468038872298,-2.753194753119385,0.0003062187956689,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl637,0.0019708109801635,-2.4255724104786456,0.0005227638631284,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl638,0.0015994162797907,-3.1445783464582626,0.0003950970680893,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl639,0.0022684501054767,-3.0203164266099662,0.0006411715456772,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl640,0.0037873995719096,-2.540687892590459,0.0009719177294549,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl641,0.0049933380945857,-2.5800054318516468,0.0008583117910301,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl642,0.0027730720958999,-3.0117488062785363,0.0007921377948526,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl643,0.0015424452304797,-2.488279988851196,0.000333111000256,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl644,0.0006742421402295,-2.4843319711001377,0.000510945735965,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl645,0.0032118050570205,-2.557642723705217,0.0006801221006463,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl646,0.0022677234520363,-3.124197257511641,0.0004664395522772,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl647,0.0022033107880286,-3.608444073107414,0.0005306976641741,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl648,0.0040798646221105,-2.8863059488819363,0.0004515334304127,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl649,0.0007177635430302,-3.151303637289833,0.0007075158336735,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl650,0.0031161619019734,-2.684259047566176,0.0003118622742107,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl651,0.0037926910821666,-3.65672915007898,0.0006250294074328,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl652,0.0028970446389204,-2.85693987174416,0.0004805127880981,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl653,0.0009944641359905,-3.551604756755931,0.0004695205673534,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl654,0.0044651960656179,-2.9271629173356484,0.0007877468491005,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl655,0.0029200411718213,-3.6331541127772526,0.0004319542002284,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl656,0.0036208251034617,-3.05343875524884,0.0006528624739183,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl657,0.003111996982525,-3.162103374607612,0.0003793943650049,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl658,0.0047888803634047,-3.6028268139301898,0.0009620954425508,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl659,0.0009238177153088,-3.582315218503293,0.0008435591064619,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl660,0.0013579023566151,-3.3028769728859007,0.0009215392144591,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl661,0.0034351753511623,-2.9507038632079947,0.0003004108643432,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl662,0.0039287259687917,-3.0026733669004724,0.0002895654714088,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl663,0.001708816060446,-2.9718917615273597,0.0004567130879416,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl664,0.0030070572304192,-3.623952846056984,0.0007271275615917,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl665,0.0041957326018272,-3.195382491404436,0.0004859518579508,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl666,0.002114926985991,-3.543143843963234,0.0004307007342349,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl667,0.0027563863681568,-2.423961559019637,0.0008574065688892,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl668,0.0020704411885863,-3.5040041183346875,0.0003836520154159,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl669,0.0033572560198635,-2.9758089698970034,0.0003791940902316,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl670,0.0034820275869544,-3.2930347619932583,0.0002974588665631,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl671,0.0037146971237438,-3.32152776794683,0.0008887898421782,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl672,0.0023768501934534,-2.6713554579633065,0.0006075498171196,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl673,0.0019127342150106,-2.4726719332758123,0.0007903059409768,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl674,0.0024251026241832,-2.5693248141325418,0.0008626701034223,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl675,0.0005305213407927,-2.400471598398319,0.0005707020807253,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl676,0.0014065095864146,-2.983360215151801,0.0009370484101905,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl677,0.0019295115115933,-3.238533307794697,0.0008618188267073,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl678,0.0019003707958383,-3.536770643397201,0.0006124302226512,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl679,0.0008093834866639,-3.030742778826822,0.000433418423914,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl680,0.0012365097209985,-3.649877375680045,0.0002896236299787,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl681,0.003522580524713,-2.8731430190276503,0.0003876137683871,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl682,0.0037968413428388,-3.7194304808848337,0.0006582027093981,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl683,0.0012668784999835,-2.6595311832727786,0.0007733491439326,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl684,0.0009969882223271,-2.4881772821121224,0.0009185963042247,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl685,0.0033539888281418,-3.386601552521547,0.0004867781705046,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl686,0.000972500999059,-3.44244289675894,0.0005986784746012,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl687,0.0035305513504931,-3.307402957877537,0.0009067810922004,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl688,0.0041182200570962,-2.631854244652786,0.0009498429594293,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl689,0.003637257951681,-3.715799225505573,0.0009395976759536,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl690,0.0012334768284937,-2.6633189784461773,0.0004369816472649,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl691,0.0027212188016358,-2.9403556001537874,0.0008217245840118,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl692,0.0026501429249086,-3.607980301655343,0.0006467726188611,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl693,0.0020175047267059,-3.3205622438387703,0.0002836011756578,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl694,0.000889641685319,-3.5552450042947736,0.0008988120460146,'45.0 percentile dcj 0.877 cm us**-1'
